FIPS,County,Population Estimate 2014
54095,"Tyler County, West Virginia",9062
54097,"Upshur County, West Virginia",24661
54099,"Wayne County, West Virginia",41304
54101,"Webster County, West Virginia",8821
54103,"Wetzel County, West Virginia",15951
54105,"Wirt County, West Virginia",5810
54107,"Wood County, West Virginia",86394
54109,"Wyoming County, West Virginia",22556
55001,"Adams County, Wisconsin",20205
55003,"Ashland County, Wisconsin",16101
55005,"Barron County, Wisconsin",45446
55007,"Bayfield County, Wisconsin",14931
55009,"Brown County, Wisconsin",256612
55011,"Buffalo County, Wisconsin",13222
55013,"Burnett County, Wisconsin",15278
55015,"Calumet County, Wisconsin",49507
55017,"Chippewa County, Wisconsin",63426
55019,"Clark County, Wisconsin",34412
55021,"Columbia County, Wisconsin",56574
55023,"Crawford County, Wisconsin",16394
55025,"Dane County, Wisconsin",516494
55027,"Dodge County, Wisconsin",88587
55029,"Door County, Wisconsin",27705
55031,"Douglas County, Wisconsin",43775
55033,"Dunn County, Wisconsin",44325
55035,"Eau Claire County, Wisconsin",101725
55037,"Florence County, Wisconsin",4473
55039,"Fond du Lac County, Wisconsin",102018
55041,"Forest County, Wisconsin",9132
55043,"Grant County, Wisconsin",51861
55045,"Green County, Wisconsin",37028
55047,"Green Lake County, Wisconsin",18829
55049,"Iowa County, Wisconsin",23796
55051,"Iron County, Wisconsin",5916
55053,"Jackson County, Wisconsin",20631
55055,"Jefferson County, Wisconsin",84450
55057,"Juneau County, Wisconsin",26275
55059,"Kenosha County, Wisconsin",168122
55061,"Kewaunee County, Wisconsin",20446
55063,"La Crosse County, Wisconsin",117731
55065,"Lafayette County, Wisconsin",16812
55067,"Langlade County, Wisconsin",19372
55069,"Lincoln County, Wisconsin",28152
55071,"Manitowoc County, Wisconsin",80145
55073,"Marathon County, Wisconsin",135589
55075,"Marinette County, Wisconsin",41209
55077,"Marquette County, Wisconsin",15002
55078,"Menominee County, Wisconsin",4494
55079,"Milwaukee County, Wisconsin",957185
55081,"Monroe County, Wisconsin",45348
55083,"Oconto County, Wisconsin",37532
55085,"Oneida County, Wisconsin",35467
55087,"Outagamie County, Wisconsin",182018
55089,"Ozaukee County, Wisconsin",87608
55091,"Pepin County, Wisconsin",7353
55093,"Pierce County, Wisconsin",40908
55095,"Polk County, Wisconsin",43493
55097,"Portage County, Wisconsin",70600
55099,"Price County, Wisconsin",13700
55101,"Racine County, Wisconsin",194925
55103,"Richland County, Wisconsin",17674
55105,"Rock County, Wisconsin",161181
55107,"Rusk County, Wisconsin",14379
55109,"St. Croix County, Wisconsin",86902
55111,"Sauk County, Wisconsin",63387
55113,"Sawyer County, Wisconsin",16409
55115,"Shawano County, Wisconsin",41502
55117,"Sheboygan County, Wisconsin",115303
55119,"Taylor County, Wisconsin",20591
55121,"Trempealeau County, Wisconsin",29490
55123,"Vernon County, Wisconsin",30373
55125,"Vilas County, Wisconsin",21394
55127,"Walworth County, Wisconsin",103427
55129,"Washburn County, Wisconsin",15701
55131,"Washington County, Wisconsin",133433
55133,"Waukesha County, Wisconsin",395383
55135,"Waupaca County, Wisconsin",52108
55137,"Waushara County, Wisconsin",24186
55139,"Winnebago County, Wisconsin",169701
55141,"Wood County, Wisconsin",73514
56001,"Albany County, Wyoming",37846
56003,"Big Horn County, Wyoming",11898
56005,"Campbell County, Wyoming",48241
56007,"Carbon County, Wyoming",15829
56009,"Converse County, Wyoming",14210
56011,"Crook County, Wyoming",7237
56013,"Fremont County, Wyoming",40680
56015,"Goshen County, Wyoming",13546
56017,"Hot Springs County, Wyoming",4797
56019,"Johnson County, Wyoming",8562
56021,"Laramie County, Wyoming",96264
56023,"Lincoln County, Wyoming",18580
56025,"Natrona County, Wyoming",81432
56027,"Niobrara County, Wyoming",2491
56029,"Park County, Wyoming",29069
56031,"Platte County, Wyoming",8775
56033,"Sheridan County, Wyoming",29994
56035,"Sublette County, Wyoming",10019
56037,"Sweetwater County, Wyoming",44970
56039,"Teton County, Wyoming",22846
56041,"Uinta County, Wyoming",20871
56043,"Washakie County, Wyoming",8306
56045,"Weston County, Wyoming",7179
